addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,ref,website,building,amenity,building:flats,building:levels,building:material,building:min_level,building:use,craft,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,5633944237,1540254399,1,0,"POLYGON ((-85.78622436523438 30.184228897094727, -85.78624725341797 30.184228897094727, -85.78624725341797 30.18427848815918, -85.78622436523438 30.18427848815918, -85.78622436523438 30.184301376342773, -85.7862548828125 30.18429946899414, -85.7862548828125 30.184301376342773, -85.7862548828125 30.184326171875, -85.7862548828125 30.18434715270996, -85.78624725341797 30.18434715270996, -85.78622436523438 30.18434715270996, -85.78622436523438 30.184370040893555, -85.7862548828125 30.184370040893555, -85.7862548828125 30.18442153930664, -85.78622436523438 30.18442153930664, -85.78622436523438 30.184438705444336, -85.78624725341797 30.184438705444336, -85.78624725341797 30.184486389160156, -85.78622436523438 30.184486389160156, -85.78622436523438 30.18450927734375, -85.78624725341797 30.18450927734375, -85.78624725341797 30.18455696105957, -85.78622436523438 30.18455696105957, -85.78622436523438 30.184581756591797, -85.78624725341797 30.184581756591797, -85.78624725341797 30.184627532958984, -85.78622436523438 30.184627532958984, -85.78622436523438 30.184648513793945, -85.78624725341797 30.184648513793945, -85.78624725341797 30.18471908569336, -85.78624725341797 30.184734344482422, -85.78609466552734 30.18473243713379, -85.78609466552734 30.18471908569336, -85.78607940673828 30.18471908569336, -85.78607940673828 30.184663772583008, -85.78606414794922 30.184663772583008, -85.78606414794922 30.184661865234375, -85.78604888916016 30.184661865234375, -85.78604888916016 30.18470573425293, -85.78596496582031 30.18470573425293, -85.78596496582031 30.184154510498047, -85.78604888916016 30.184154510498047, -85.78604888916016 30.184284210205078, -85.78606414794922 30.184284210205078, -85.78606414794922 30.184297561645508, -85.78607940673828 30.184297561645508, -85.78607940673828 30.18415069580078, -85.78609466552734 30.18415069580078, -85.78609466552734 30.184120178222656, -85.78622436523438 30.184120178222656, -85.78624725341797 30.184120178222656, -85.78624725341797 30.184162139892578, -85.78622436523438 30.184162139892578, -85.78622436523438 30.18416976928711, -85.78624725341797 30.18416976928711, -85.78624725341797 30.184215545654297, -85.78622436523438 30.184215545654297, -85.78622436523438 30.184228897094727), (-85.78607940673828 30.18435287475586, -85.78607940673828 30.184314727783203, -85.78604888916016 30.184314727783203, -85.78604888916016 30.18435287475586, -85.78607940673828 30.18435287475586), (-85.78607940673828 30.184494018554688, -85.78607940673828 30.184452056884766, -85.78606414794922 30.184452056884766, -85.78604888916016 30.184452056884766, -85.78604888916016 30.184494018554688, -85.78607940673828 30.184494018554688), (-85.78607940673828 30.1845645904541, -85.78607940673828 30.18452262878418, -85.78604888916016 30.18452262878418, -85.78604888916016 30.1845645904541, -85.78607177734375 30.1845645904541, -85.78607940673828 30.1845645904541), (-85.78607940673828 30.184633255004883, -85.78607940673828 30.184595108032227, -85.78604888916016 30.184595108032227, -85.78604888916016 30.184633255004883, -85.78607940673828 30.184633255004883), (-85.78606414794922 30.184423446655273, -85.78607940673828 30.184423446655273, -85.78607940673828 30.184383392333984, -85.78604888916016 30.184383392333984, -85.78604888916016 30.184423446655273, -85.78606414794922 30.184423446655273))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,5642785061,1540254400,1,0,"MULTIPOLYGON (((-85.78514099121094 30.184585571289062, -85.78514862060547 30.184585571289062, -85.78514862060547 30.184558868408203, -85.78521728515625 30.184558868408203, -85.78521728515625 30.184585571289062, -85.78523254394531 30.184585571289062, -85.78523254394531 30.184602737426758, -85.78527069091797 30.184602737426758, -85.78527069091797 30.184694290161133, -85.78530883789062 30.184694290161133, -85.78530883789062 30.184383392333984, -85.7857437133789 30.18438148498535, -85.7857437133789 30.185272216796875, -85.78531646728516 30.185274124145508, -85.78531646728516 30.185155868530273, -85.7852783203125 30.185155868530273, -85.7852783203125 30.185258865356445, -85.78524017333984 30.185258865356445, -85.78524017333984 30.185274124145508, -85.78515625 30.18527603149414, -85.78515625 30.185258865356445, -85.78511047363281 30.185260772705078, -85.78511047363281 30.185274124145508, -85.78502655029297 30.18527603149414, -85.78502655029297 30.185260772705078, -85.7850112915039 30.185260772705078, -85.7850112915039 30.185277938842773, -85.78500366210938 30.185277938842773, -85.78500366210938 30.185298919677734, -85.78488159179688 30.185298919677734, -85.78488159179688 30.185279846191406, -85.78486633300781 30.185279846191406, -85.78486633300781 30.18526268005371, -85.78486633300781 30.185209274291992, -85.78483581542969 30.185211181640625, -85.78483581542969 30.185230255126953, -85.78483581542969 30.18524932861328, -85.78483581542969 30.185283660888672, -85.78480529785156 30.185283660888672, -85.78480529785156 30.18529510498047, -85.78473663330078 30.1852970123291, -85.78473663330078 30.185285568237305, -85.78473663330078 30.185266494750977, -85.78473663330078 30.18524932861328, -85.78453063964844 30.185251235961914, -85.78453063964844 30.185213088989258, -85.78453063964844 30.18509292602539, -85.78453063964844 30.18504524230957, -85.78473663330078 30.185043334960938, -85.78472900390625 30.185016632080078, -85.78473663330078 30.185016632080078, -85.78472900390625 30.185007095336914, -85.78479766845703 30.185007095336914, -85.78479766845703 30.185016632080078, -85.78483581542969 30.185016632080078, -85.78483581542969 30.185043334960938, -85.78483581542969 30.185091018676758, -85.78486633300781 30.185089111328125, -85.78486633300781 30.185041427612305, -85.78487396240234 30.185041427612305, -85.78487396240234 30.185028076171875, -85.78488159179688 30.185028076171875, -85.78488159179688 30.185026168823242, -85.78488159179688 30.185016632080078, -85.78500366210938 30.185014724731445, -85.7850112915039 30.185026168823242, -85.7850112915039 30.185039520263672, -85.78501892089844 30.185039520263672, -85.78501892089844 30.185026168823242, -85.78511047363281 30.185026168823242, -85.78511047363281 30.185039520263672, -85.78515625 30.185039520263672, -85.78515625 30.18503761291504, -85.78515625 30.185028076171875, -85.78524017333984 30.185026168823242, -85.78524017333984 30.18503761291504, -85.78527069091797 30.18503761291504, -85.78527069091797 30.18513298034668, -85.78531646728516 30.18513298034668, -85.78530883789062 30.18471908569336, -85.78527069091797 30.18471908569336, -85.78527069091797 30.184818267822266, -85.78524017333984 30.1848201751709, -85.78524780273438 30.18484115600586, -85.78515625 30.184843063354492, -85.78515625 30.1848201751709, -85.78514862060547 30.1848201751709, -85.78514862060547 30.184837341308594, -85.78514099121094 30.184837341308594, -85.78514099121094 30.18486213684082, -85.78501892089844 30.18486213684082, -85.78501892089844 30.184839248657227, -85.78500366210938 30.184839248657227, -85.78500366210938 30.1848201751709, -85.78499603271484 30.1848201751709, -85.78499603271484 30.18477439880371, -85.78496551513672 30.18477439880371, -85.78496551513672 30.184812545776367, -85.78496551513672 30.18484878540039, -85.7849349975586 30.18484878540039, -85.7849349975586 30.18486213684082, -85.78486633300781 30.18486213684082, -85.78486633300781 30.184860229492188, -85.78486633300781 30.184852600097656, -85.78486633300781 30.18484115600586, -85.78486633300781 30.184816360473633, -85.78466033935547 30.184816360473633, -85.78466033935547 30.18460464477539, -85.78485870361328 30.184602737426758, -85.78485870361328 30.184579849243164, -85.78485870361328 30.184566497802734, -85.78485870361328 30.1845645904541, -85.7849349975586 30.1845645904541, -85.7849349975586 30.184566497802734, -85.7849349975586 30.1845760345459, -85.7849349975586 30.184579849243164, -85.78497314453125 30.184579849243164, -85.78497314453125 30.184608459472656, -85.78497314453125 30.184650421142578, -85.78497314453125 30.18465232849121, -85.78499603271484 30.18465232849121, -85.78499603271484 30.18460464477539, -85.78500366210938 30.18460464477539, -85.78500366210938 30.18459129333496, -85.78500366210938 30.184579849243164, -85.78514099121094 30.184581756591797, -85.78514099121094 30.184585571289062), (-85.78514099121094 30.184585571289062, -85.78514099121094 30.184587478637695, -85.78514099121094 30.184593200683594, -85.78514862060547 30.184593200683594, -85.78514099121094 30.184585571289062)), ((-85.78555297851562 30.18426513671875, -85.78556823730469 30.18426513671875, -85.78556823730469 30.184267044067383, -85.78556823730469 30.184345245361328, -85.78555297851562 30.184345245361328, -85.78555297851562 30.18436622619629, -85.785400390625 30.18436622619629, -85.785400390625 30.184335708618164, -85.78535461425781 30.184295654296875, -85.78530883789062 30.184295654296875, -85.78531646728516 30.18436050415039, -85.78529357910156 30.18436050415039, -85.78529357910156 30.18438720703125, -85.78526306152344 30.18438720703125, -85.78526306152344 30.184385299682617, -85.7852554321289 30.184385299682617, -85.7852554321289 30.18440055847168, -85.78517150878906 30.184402465820312, -85.78517150878906 30.18440055847168, -85.78517150878906 30.18438720703125, -85.78512573242188 30.18438720703125, -85.78512573242188 30.18440055847168, -85.78504180908203 30.184402465820312, -85.78504180908203 30.184389114379883, -85.7850341796875 30.184389114379883, -85.7850341796875 30.184404373168945, -85.78502655029297 30.184404373168945, -85.78502655029297 30.184423446655273, -85.78496551513672 30.184423446655273, -85.78496551513672 30.184404373168945, -85.78495788574219 30.184404373168945, -85.78495788574219 30.18442153930664, -85.78489685058594 30.18442153930664, -85.78489685058594 30.184406280517578, -85.78487396240234 30.184406280517578, -85.78487396240234 30.18433952331543, -85.78485870361328 30.18433952331543, -85.78485870361328 30.18436050415039, -85.78485870361328 30.184375762939453, -85.78485870361328 30.184410095214844, -85.78482055664062 30.184412002563477, -85.78482055664062 30.18442153930664, -85.78475189208984 30.18442153930664, -85.78475189208984 30.184412002563477, -85.78475189208984 30.184377670288086, -85.78455352783203 30.184377670288086, -85.78455352783203 30.18436050415039, -85.78455352783203 30.184284210205078, -85.78455352783203 30.184221267700195, -85.78455352783203 30.184171676635742, -85.78474426269531 30.18416976928711, -85.78474426269531 30.18415069580078, -85.78474426269531 30.184141159057617, -85.78474426269531 30.184131622314453, -85.78475189208984 30.184131622314453, -85.78475189208984 30.184125900268555, -85.78479766845703 30.184125900268555, -85.78479766845703 30.184131622314453, -85.78482055664062 30.18412971496582, -85.78482055664062 30.184131622314453, -85.78482055664062 30.184141159057617, -85.78485870361328 30.184141159057617, -85.78485870361328 30.184152603149414, -85.78485870361328 30.1841983795166, -85.78485870361328 30.1842041015625, -85.78485870361328 30.184207916259766, -85.78485870361328 30.184219360351562, -85.78487396240234 30.184219360351562, -85.78487396240234 30.184158325195312, -85.78489685058594 30.184158325195312, -85.78489685058594 30.184139251708984, -85.78490447998047 30.184139251708984, -85.78490447998047 30.184120178222656, -85.78498077392578 30.184120178222656, -85.78498077392578 30.184139251708984, -85.78502655029297 30.184139251708984, -85.78502655029297 30.18416404724121, -85.7850341796875 30.18416404724121, -85.7850341796875 30.184162139892578, -85.7850341796875 30.184154510498047, -85.7850341796875 30.18412208557129, -85.78510284423828 30.18412208557129, -85.78510284423828 30.184154510498047, -85.78512573242188 30.184154510498047, -85.78512573242188 30.184162139892578, -85.78516387939453 30.184162139892578, -85.78516387939453 30.184154510498047, -85.78517150878906 30.184154510498047, -85.78517150878906 30.184152603149414, -85.78517150878906 30.184141159057617, -85.78517150878906 30.184123992919922, -85.78523254394531 30.18412208557129, -85.78523254394531 30.184141159057617, -85.78523254394531 30.184152603149414, -85.78523254394531 30.184154510498047, -85.7852554321289 30.184152603149414, -85.7852554321289 30.184160232543945, -85.78526306152344 30.184160232543945, -85.7852783203125 30.184160232543945, -85.78529357910156 30.184160232543945, -85.78529357910156 30.18412208557129, -85.78536987304688 30.18412208557129, -85.78536987304688 30.184152603149414, -85.78539276123047 30.184152603149414, -85.78539276123047 30.184160232543945, -85.785400390625 30.184160232543945, -85.785400390625 30.184144973754883, -85.7856216430664 30.184144973754883, -85.7856216430664 30.184207916259766, -85.78561401367188 30.184207916259766, -85.78561401367188 30.184221267700195, -85.78561401367188 30.18425178527832, -85.78555297851562 30.18425178527832, -85.78555297851562 30.18426513671875)))","{""type"":""multipolygon""}",relation
Panama City,,,2024,,32405,State Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7438190096,1540493779,1,0,"POLYGON ((-85.6657943725586 30.18589973449707, -85.66580200195312 30.18575668334961, -85.66590118408203 30.18575668334961, -85.66590118408203 30.185697555541992, -85.66600036621094 30.185699462890625, -85.66600036621094 30.18575668334961, -85.66614532470703 30.185758590698242, -85.66624450683594 30.185762405395508, -85.66634368896484 30.18576431274414, -85.66634368896484 30.18578338623047, -85.66649627685547 30.1857852935791, -85.66648864746094 30.186016082763672, -85.66619873046875 30.18600845336914, -85.66619873046875 30.185943603515625, -85.6661376953125 30.185943603515625, -85.6661376953125 30.18599510192871, -85.6657943725586 30.18598747253418, -85.6657943725586 30.18594741821289, -85.6657943725586 30.18589973449707), (-85.66620635986328 30.185867309570312, -85.66614532470703 30.185867309570312, -85.66614532470703 30.185911178588867, -85.66620635986328 30.185911178588867, -85.66620635986328 30.185867309570312))","{""type"":""multipolygon""}",relation
Panama City,,,2137,,32405,Sherman Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7491283381,1540495637,1,0,"MULTIPOLYGON (((-85.62953186035156 30.186344146728516, -85.62936401367188 30.186336517333984, -85.62936401367188 30.1862850189209, -85.6293716430664 30.186174392700195, -85.62940216064453 30.186176300048828, -85.62940979003906 30.186120986938477, -85.62946319580078 30.18612289428711, -85.62946319580078 30.186180114746094, -85.6294937133789 30.186182022094727, -85.62947845458984 30.186290740966797, -85.62953186035156 30.18629264831543, -85.62953186035156 30.186344146728516)), ((-85.62936401367188 30.186336517333984, -85.62970733642578 30.186357498168945, -85.62969970703125 30.186431884765625, -85.62935638427734 30.186410903930664, -85.62936401367188 30.186336517333984)))","{""type"":""multipolygon""}",relation
Panama City Beach,,,1684,,32407,Acre Circle,,,,,,,,yes,,,,,,,,,,,,,,,,5625103414,1540254178,1,0,"MULTIPOLYGON (((-85.7824478149414 30.187196731567383, -85.7824478149414 30.18715476989746, -85.78248596191406 30.18715476989746, -85.78248596191406 30.187196731567383, -85.7824478149414 30.187196731567383)), ((-85.78246307373047 30.187288284301758, -85.78246307373047 30.18723487854004, -85.7824935913086 30.18723487854004, -85.7824935913086 30.18712615966797, -85.78250885009766 30.18712615966797, -85.78250885009766 30.187110900878906, -85.78254699707031 30.187110900878906, -85.78254699707031 30.187110900878906, -85.78254699707031 30.187110900878906, -85.78254699707031 30.18712615966797, -85.78254699707031 30.18712615966797, -85.78254699707031 30.18712615966797, -85.78258514404297 30.18712615966797, -85.78258514404297 30.18712615966797, -85.78258514404297 30.18712615966797, -85.78258514404297 30.18712615966797, -85.78260040283203 30.18712615966797, -85.78262329101562 30.18712615966797, -85.78262329101562 30.18718910217285, -85.78258514404297 30.18718910217285, -85.78258514404297 30.18718910217285, -85.78258514404297 30.18720817565918, -85.78258514404297 30.18720817565918, -85.7825927734375 30.18720817565918, -85.7825927734375 30.187232971191406, -85.7825927734375 30.18723487854004, -85.78258514404297 30.18723487854004, -85.78258514404297 30.187238693237305, -85.78260803222656 30.187238693237305, -85.78260803222656 30.187299728393555, -85.78258514404297 30.187299728393555, -85.7824935913086 30.187299728393555, -85.7824935913086 30.187288284301758, -85.78246307373047 30.187288284301758)))","{""type"":""multipolygon""}",relation
Panama City,,,2229,,32405,Edgewood Drive,,,,,,,,yes,,,,,,,,,,,,,,,,7040043836,1540419579,1,0,"POLYGON ((-85.67339324951172 30.187183380126953, -85.67350006103516 30.18724250793457, -85.67346954345703 30.187288284301758, -85.6734848022461 30.187297821044922, -85.6734390258789 30.18735694885254, -85.67338562011719 30.187328338623047, -85.67339324951172 30.18731689453125, -85.67332458496094 30.187278747558594, -85.67339324951172 30.187183380126953), (-85.6733627319336 30.18728256225586, -85.67340087890625 30.187305450439453, -85.67341613769531 30.18728256225586, -85.67337799072266 30.187259674072266, -85.6733627319336 30.18728256225586))","{""addr:state"":""FL"",""type"":""multipolygon""}",relation
Panama City,,,2195,,32405,Jenks Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7429341294,1540493779,1,0,"MULTIPOLYGON (((-85.6630630493164 30.187557220458984, -85.6630630493164 30.187528610229492, -85.66313171386719 30.187528610229492, -85.66313171386719 30.187557220458984, -85.6630630493164 30.187557220458984)), ((-85.66334533691406 30.187707901000977, -85.66320037841797 30.187705993652344, -85.66320037841797 30.187660217285156, -85.66310119628906 30.187660217285156, -85.66309356689453 30.187685012817383, -85.66301727294922 30.187685012817383, -85.66301727294922 30.187658309936523, -85.66291809082031 30.187658309936523, -85.66291809082031 30.18768310546875, -85.662841796875 30.18768310546875, -85.662841796875 30.187570571899414, -85.66302490234375 30.187572479248047, -85.66302490234375 30.18758773803711, -85.66334533691406 30.187591552734375, -85.66334533691406 30.187707901000977)))","{""type"":""multipolygon""}",relation
,,,,,,,,HCA Florida Gulf Coast Hospital,,,,,,hospital,,,,,,,,,,,,,,,,7447038899,1703368770,4,0,"MULTIPOLYGON (((-85.66618347167969 30.187929153442383, -85.666259765625 30.187931060791016, -85.666259765625 30.187992095947266, -85.66618347167969 30.187990188598633, -85.66618347167969 30.187929153442383)), ((-85.66610873943637 30.187895231202905, -85.66581935644595 30.187763875329374, -85.6661148071289 30.18777084350586, -85.66610873943637 30.187895231202905)), ((-85.66558837890625 30.187659030685776, -85.66554755406663 30.187640499594984, -85.66555786132812 30.187641143798828, -85.66558837890625 30.187641143798828, -85.66558837890625 30.187659030685776)), ((-85.66552833831186 30.18763177723625, -85.66461181640625 30.18721575231596, -85.66461181640625 30.187089920043945, -85.66461944580078 30.18704605102539, -85.66461944580078 30.186983108520508, -85.66482543945312 30.186986923217773, -85.66482543945312 30.18705177307129, -85.66487884521484 30.187053680419922, -85.66487884521484 30.187095642089844, -85.6649169921875 30.187097549438477, -85.66492462158203 30.187015533447266, -85.66512298583984 30.187021255493164, -85.66512298583984 30.187101364135742, -85.66511535644531 30.187137603759766, -85.66532897949219 30.187143325805664, -85.66541290283203 30.187145233154297, -85.66541290283203 30.18707847595215, -85.66541290283203 30.1870174407959, -85.66545104980469 30.18701934814453, -85.66544342041016 30.18708038330078, -85.66561126708984 30.187084197998047, -85.66561126708984 30.187149047851562, -85.66561126708984 30.187210083007812, -85.66554260253906 30.18720817565918, -85.66553497314453 30.187427520751953, -85.66553497314453 30.187496185302734, -85.66560363769531 30.187498092651367, -85.66560363769531 30.187583923339844, -85.66553497314453 30.18758201599121, -85.66552833831186 30.18763177723625)), ((-85.6645278930664 30.187177658081055, -85.6644287109375 30.187253952026367, -85.66439056396484 30.187217712402344, -85.66448211669922 30.1871395111084, -85.6645278930664 30.187177658081055)), ((-85.66438903890543 30.187564115186255, -85.66435840866329 30.18780358798841, -85.66421508789062 30.18779945373535, -85.66421508789062 30.187667846679688, -85.66422271728516 30.18756103515625, -85.66438903890543 30.187564115186255)), ((-85.66434478759766 30.187910079956055, -85.66434478759766 30.18800926208496, -85.66426849365234 30.188007354736328, -85.66426849365234 30.187908172607422, -85.66434478759766 30.187910079956055)), ((-85.66442108154297 30.188033038622713, -85.66448057546704 30.188051579537408, -85.66445922851562 30.188051223754883, -85.66442108154297 30.18804931640625, -85.66442108154297 30.188033038622713)), ((-85.6645691392112 30.18807917988233, -85.66490173339844 30.188182830810547, -85.66484832763672 30.188180923461914, -85.66484069824219 30.188283920288086, -85.664794921875 30.188283920288086, -85.66478729248047 30.18838119506836, -85.66414642333984 30.18836784362793, -85.66415405273438 30.188087463378906, -85.66456604003906 30.18809700012207, -85.6645691392112 30.18807917988233)), ((-85.66490173339844 30.188182830810547, -85.66529846191406 30.188074111938477, -85.66529846191406 30.188148498535156, -85.66529083251953 30.188190460205078, -85.66529083251953 30.188257217407227, -85.66523742675781 30.188255310058594, -85.66523742675781 30.188282012939453, -85.66504669189453 30.188278198242188, -85.66504669189453 30.188251495361328, -85.66496276855469 30.188249588012695, -85.66496276855469 30.188182830810547, -85.66490173339844 30.188182830810547)), ((-85.6653429642842 30.188025563898325, -85.6655502319336 30.18779945373535, -85.6655502319336 30.18784523010254, -85.66558837890625 30.187847137451172, -85.66558074951172 30.188030242919922, -85.66554260253906 30.188030242919922, -85.6653429642842 30.188025563898325)), ((-85.66561126708984 30.18781783781856, -85.66618347167969 30.187990188598633, -85.66610717773438 30.18798828125, -85.66610717773438 30.18813705444336, -85.66565704345703 30.18813133239746, -85.66566467285156 30.187864303588867, -85.66561126708984 30.187864303588867, -85.66561126708984 30.18781783781856)), ((-85.66570281982422 30.187671661376953, -85.66571044921875 30.18745994567871, -85.66597747802734 30.187467575073242, -85.66596984863281 30.187679290771484, -85.66570281982422 30.187671661376953)))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,63942840739,1698875253,1,0,"POLYGON ((-85.68172454833984 30.188074111938477, -85.68160247802734 30.188209533691406, -85.68154907226562 30.18817138671875, -85.68157196044922 30.188142776489258, -85.68154907226562 30.188125610351562, -85.68165588378906 30.18802261352539, -85.68172454833984 30.188074111938477))","{""type"":""multipolygon""}",relation
Panama City,,,,,32405,West 23rd Street,,,,,,,,yes,,,,,,,,,,,,,,,,3134952515,1539656846,1,0,"MULTIPOLYGON (((-85.71458435058594 30.189289093017578, -85.71458435058594 30.18921661376953, -85.71468353271484 30.18921661376953, -85.71468353271484 30.189287185668945, -85.71468353271484 30.189298629760742, -85.71463012695312 30.189298629760742, -85.71463012695312 30.189289093017578, -85.71458435058594 30.189289093017578)), ((-85.7143783569336 30.188901901245117, -85.71440887451172 30.188875198364258, -85.71443939208984 30.18885040283203, -85.71446990966797 30.188875198364258, -85.7144775390625 30.188865661621094, -85.71454620361328 30.18892478942871, -85.71446990966797 30.188997268676758, -85.71440124511719 30.188936233520508, -85.71440887451172 30.188926696777344, -85.7143783569336 30.188901901245117)))","{""type"":""multipolygon""}",relation
Panama City,,,330,,32405,West 23rd Street,,,,,,,,yes,,,,,,,,,,,,,,,,7535528577,1540509118,1,0,"MULTIPOLYGON (((-85.66522979736328 30.19043731689453, -85.66522979736328 30.190065383911133, -85.6653060913086 30.190065383911133, -85.6653060913086 30.190013885498047, -85.66537475585938 30.190013885498047, -85.6654052734375 30.190013885498047, -85.6654052734375 30.190174102783203, -85.66537475585938 30.190174102783203, -85.66537475585938 30.1903133392334, -85.66539764404297 30.1903133392334, -85.66539764404297 30.190458297729492, -85.6653060913086 30.190458297729492, -85.6653060913086 30.19043731689453, -85.66522979736328 30.19043731689453)), ((-85.6654281616211 30.190462112426758, -85.6654281616211 30.190305709838867, -85.66545867919922 30.190305709838867, -85.66545867919922 30.190176010131836, -85.6654281616211 30.190176010131836, -85.6654281616211 30.190021514892578, -85.66545867919922 30.190021514892578, -85.66551971435547 30.190021514892578, -85.66554260253906 30.190021514892578, -85.66554260253906 30.190067291259766, -85.66561126708984 30.190067291259766, -85.66561126708984 30.19041633605957, -85.66554260253906 30.19041633605957, -85.66551971435547 30.19041633605957, -85.66551971435547 30.190462112426758, -85.6654281616211 30.190462112426758)))","{""type"":""multipolygon""}",relation
Panama City Beach,,,213,,32407,Carolyn Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,6730457775,1540359455,1,0,"POLYGON ((-85.75750732421875 30.193042755126953, -85.75750732421875 30.192949295043945, -85.75750732421875 30.192811965942383, -85.75737762451172 30.192811965942383, -85.75737762451172 30.192710876464844, -85.75750732421875 30.192710876464844, -85.75750732421875 30.192684173583984, -85.75763702392578 30.192684173583984, -85.75763702392578 30.192657470703125, -85.7577896118164 30.192657470703125, -85.7577896118164 30.192537307739258, -85.75767517089844 30.192537307739258, -85.7576675415039 30.19244384765625, -85.7577896118164 30.19244384765625, -85.75789642333984 30.19244384765625, -85.75790405273438 30.192655563354492, -85.75790405273438 30.192947387695312, -85.75790405273438 30.19304084777832, -85.75750732421875 30.193042755126953), (-85.7577896118164 30.19283103942871, -85.75764465332031 30.192832946777344, -85.75764465332031 30.192947387695312, -85.7577896118164 30.192947387695312, -85.7577896118164 30.19283103942871))","{""type"":""multipolygon""}",relation
,,,,,,,,Brookdale Panama City,,,,,,yes,social_facility,,,,,,,,,,,,,,,33352211266,1660333143,1,0,"POLYGON ((-85.65911865234375 30.19446563720703, -85.65901947021484 30.1944637298584, -85.65901947021484 30.19451904296875, -85.65898132324219 30.19451904296875, -85.65898132324219 30.194562911987305, -85.6589584350586 30.194562911987305, -85.6589584350586 30.194581985473633, -85.65895080566406 30.194581985473633, -85.65895080566406 30.194639205932617, -85.6589584350586 30.194639205932617, -85.6589584350586 30.194658279418945, -85.65899658203125 30.194658279418945, -85.65898895263672 30.19477653503418, -85.65900421142578 30.19477653503418, -85.65900421142578 30.194820404052734, -85.65900421142578 30.194820404052734, -85.65899658203125 30.19491958618164, -85.65900421142578 30.19491958618164, -85.65900421142578 30.194969177246094, -85.65909576416016 30.194969177246094, -85.65909576416016 30.194961547851562, -85.6591567993164 30.194961547851562, -85.6591567993164 30.194927215576172, -85.65947723388672 30.194931030273438, -85.65947723388672 30.1949405670166, -85.65960693359375 30.194942474365234, -85.65960693359375 30.194931030273438, -85.65972137451172 30.19493293762207, -85.65972137451172 30.19485092163086, -85.65971374511719 30.19485092163086, -85.65971374511719 30.194801330566406, -85.65960693359375 30.194801330566406, -85.65960693359375 30.194664001464844, -85.65972137451172 30.194664001464844, -85.65972137451172 30.194581985473633, -85.65971374511719 30.194581985473633, -85.65971374511719 30.19453239440918, -85.65963745117188 30.19453239440918, -85.65963745117188 30.194522857666016, -85.65946197509766 30.194522857666016, -85.65946197509766 30.194530487060547, -85.65929412841797 30.194530487060547, -85.65914916992188 30.194528579711914, -85.65914916992188 30.194520950317383, -85.65911865234375 30.194520950317383, -85.65911865234375 30.19446563720703), (-85.65948486328125 30.194801330566406, -85.65948486328125 30.194664001464844, -85.65924072265625 30.19466209411621, -85.65924072265625 30.19468116760254, -85.65918731689453 30.19468116760254, -85.65918731689453 30.194774627685547, -85.6591567993164 30.194772720336914, -85.6591567993164 30.194799423217773, -85.65948486328125 30.194801330566406))","{""social_facility"":""nursing_home"",""social_facility:for"":""senior"",""type"":""multipolygon"",""wheelchair"":""yes""}",relation
Panama City Beach,,,7115,,32407,Brandywine Drive,,,,,,,,yes,,,,,,,,,,,,,,,,6739301677,1540359455,1,0,"MULTIPOLYGON (((-85.76305389404297 30.196020126342773, -85.76301574707031 30.196020126342773, -85.76301574707031 30.195964813232422, -85.76305389404297 30.195964813232422, -85.76305389404297 30.196020126342773)), ((-85.76305389404297 30.196020126342773, -85.76313018798828 30.196020126342773, -85.76312255859375 30.196237564086914, -85.76305389404297 30.196237564086914, -85.76305389404297 30.196191787719727, -85.76304626464844 30.196191787719727, -85.76304626464844 30.196212768554688, -85.76298522949219 30.196210861206055, -85.76299285888672 30.196189880371094, -85.76299285888672 30.196067810058594, -85.76305389404297 30.196067810058594, -85.76305389404297 30.196020126342773)))","{""type"":""multipolygon""}",relation
Panama City,,,933,,32405,Andrew Circle,,,,,,,,yes,,,,,,,,,,,,,,,,7553227592,1540509119,1,0,"MULTIPOLYGON (((-85.67377471923828 30.19683837890625, -85.67383575439453 30.19683837890625, -85.67390441894531 30.19683837890625, -85.67390441894531 30.19694709777832, -85.67383575439453 30.19694709777832, -85.67383575439453 30.196918487548828, -85.67377471923828 30.196918487548828, -85.67377471923828 30.19683837890625)), ((-85.67377471923828 30.19681739807129, -85.67377471923828 30.19683837890625, -85.6737060546875 30.19683837890625, -85.6737060546875 30.196760177612305, -85.67375183105469 30.196760177612305, -85.67374420166016 30.196638107299805, -85.67384338378906 30.196638107299805, -85.67384338378906 30.196760177612305, -85.67384338378906 30.19681739807129, -85.67377471923828 30.19681739807129)))","{""type"":""multipolygon""}",relation
